TIME,city_name,temp (K),humidity,wind_speed,rain_3h,total load actual
2017-01-03 02:00:00+01:00,KotaA,279.15,93,1,0,23882
2017-01-03 03:00:00+01:00,KotaA,278.15,100,1,0,23612
2017-01-03 04:00:00+01:00,KotaA,277.15,100,1,0,23467
2017-01-03 05:00:00+01:00,KotaA,276.15,100,1,0,24098
2017-01-03 06:00:00+01:00,KotaA,275.15,100,0,0,26602
2017-01-03 07:00:00+01:00,KotaA,275.15,100,1,0,30687
2017-01-03 08:00:00+01:00,KotaA,275.15,100,0,0,32919
2017-01-03 09:00:00+01:00,KotaA,275.15,100,0,0,34074
2017-01-03 10:00:00+01:00,KotaA,277.15,100,1,0,34355
2017-01-03 11:00:00+01:00,KotaA,280.15,81,1,0,33995
2017-01-03 12:00:00+01:00,KotaA,282.15,76,1,0,33639
2017-01-03 13:00:00+01:00,KotaA,286.15,54,2,0,33358
2017-01-03 14:00:00+01:00,KotaA,288.15,44,0,0,32250
2017-01-03 15:00:00+01:00,KotaA,289.15,44,1,0,31453
2017-01-03 16:00:00+01:00,KotaA,289.15,48,2,0,30889
2017-01-03 17:00:00+01:00,KotaA,288.15,58,1,0,30682
2017-01-03 18:00:00+01:00,KotaA,286.15,71,3,0,30784
2017-01-03 19:00:00+01:00,KotaA,285.15,87,1,0,33688
2017-01-03 20:00:00+01:00,KotaA,282.15,87,2,0,34917
2017-01-03 21:00:00+01:00,KotaA,281.15,100,1,0,34323
2017-01-03 22:00:00+01:00,KotaA,281.15,100,1,0,31833
2017-01-03 23:00:00+01:00,KotaA,280.15,100,1,0,29058
2017-01-04 00:00:00+01:00,KotaA,279.15,100,1,0,26130
2017-01-04 01:00:00+01:00,KotaA,278.15,100,1,0,24570
2017-01-04 02:00:00+01:00,KotaA,279.15,100,2,0,23293
2017-01-04 03:00:00+01:00,KotaA,278.15,100,1,0,22615
2017-01-04 04:00:00+01:00,KotaA,278.15,100,2,0,22292
2017-01-04 05:00:00+01:00,KotaA,278.15,100,2,0,22100
2017-01-04 06:00:00+01:00,KotaA,279.15,87,1,0,22659
2017-01-04 07:00:00+01:00,KotaA,278.15,93,1,0,23635
2017-01-04 08:00:00+01:00,KotaA,277.15,93,1,0,24725
2017-01-04 09:00:00+01:00,KotaA,279.15,87,0,0,27086
2017-01-04 10:00:00+01:00,KotaA,281.15,87,3,0,28399
2017-01-04 11:00:00+01:00,KotaA,284.15,71,3,0,28306
2017-01-04 12:00:00+01:00,KotaA,287.15,58,4,0,27974
2017-01-04 13:00:00+01:00,KotaA,289.15,55,4,0,27906
2017-01-04 14:00:00+01:00,KotaA,291.15,45,2,0,27147
2017-01-04 15:00:00+01:00,KotaA,291.15,45,3,0,25954
2017-01-04 16:00:00+01:00,KotaA,293.15,40,2,0,25087
2017-01-04 17:00:00+01:00,KotaA,291.15,52,5,0,24709
2017-01-04 18:00:00+01:00,KotaA,290.15,55,5,0,24635
2017-01-04 19:00:00+01:00,KotaA,288.15,62,4,0,24884
2017-01-04 20:00:00+01:00,KotaA,286.15,82,1,0,26733
2017-01-04 21:00:00+01:00,KotaA,285.15,81,1,0,29226
2017-01-04 22:00:00+01:00,KotaA,282.15,93,1,0,27955
2017-01-04 23:00:00+01:00,KotaA,282.15,93,1,0,26459
2017-01-05 00:00:00+01:00,KotaA,281.15,93,2,0,23330
2017-01-05 01:00:00+01:00,KotaA,280.15,93,1,0,21563
2017-01-05 02:00:00+01:00,KotaA,280.15,87,1,0,20403
2017-01-05 03:00:00+01:00,KotaA,281.15,81,4,0,19606
2017-01-05 04:00:00+01:00,KotaA,279.15,87,3,0,19306
2017-01-05 05:00:00+01:00,KotaA,279.15,87,1,0,19272
2017-01-05 06:00:00+01:00,KotaA,279.15,87,3,0,19522
2017-01-05 07:00:00+01:00,KotaA,279.15,87,2,0,19436
2017-01-05 08:00:00+01:00,KotaA,279.15,81,3,0,20389
2017-01-05 09:00:00+01:00,KotaA,277.15,86,2,0,22292
2017-01-05 10:00:00+01:00,KotaA,279.15,81,3,0,23646
2017-01-05 11:00:00+01:00,KotaA,284.15,66,1,0,24305
2017-01-05 12:00:00+01:00,KotaA,287.15,50,1,0,24397
2017-01-05 13:00:00+01:00,KotaA,290.15,42,1,0,24593
2017-01-05 14:00:00+01:00,KotaA,290.15,36,1,0,24244
2017-01-05 15:00:00+01:00,KotaA,290.15,33,3,0,23098
2017-01-05 16:00:00+01:00,KotaA,289.15,38,4,0,22363
2017-01-05 17:00:00+01:00,KotaA,288.15,51,3,0,22032
2017-01-05 18:00:00+01:00,KotaA,287.15,62,3,0,22179
2017-01-05 19:00:00+01:00,KotaA,285.15,76,1,0,22613
2017-01-05 20:00:00+01:00,KotaA,285.15,71,1,0,23947
2017-01-05 21:00:00+01:00,KotaA,282.15,81,0,0,26841
2017-01-05 22:00:00+01:00,KotaA,281.15,81,1,0,26717
2017-01-05 23:00:00+01:00,KotaA,279.15,93,1,0,24761
2017-01-06 00:00:00+01:00,KotaA,278.15,100,1,0,25976
2017-01-06 01:00:00+01:00,KotaA,278.15,100,1,0,24698
2017-01-06 02:00:00+01:00,KotaA,279.15,93,1,0,23729
2017-01-06 03:00:00+01:00,KotaA,278.15,100,1,0,23415
2017-01-06 04:00:00+01:00,KotaA,278.15,100,1,0,23243
2017-01-06 05:00:00+01:00,KotaA,277.15,100,1,0,23753
2017-01-06 06:00:00+01:00,KotaA,277.15,100,1,0,25294
2017-01-06 07:00:00+01:00,KotaA,277.15,100,1,0,27700
2017-01-06 08:00:00+01:00,KotaA,275.15,100,1,0,29746
2017-01-06 09:00:00+01:00,KotaA,276.15,100,1,0,30959
2017-01-06 10:00:00+01:00,KotaA,278.15,100,1,0,31728
2017-01-06 11:00:00+01:00,KotaA,281.15,70,2,0,32469
2017-01-06 12:00:00+01:00,KotaA,284.15,62,2,0,33069
2017-01-06 13:00:00+01:00,KotaA,286.15,58,0,0,33291
2017-01-06 14:00:00+01:00,KotaA,288.15,54,1,0,32499
2017-01-06 15:00:00+01:00,KotaA,287.15,58,1,0,32097
2017-01-06 16:00:00+01:00,KotaA,287.15,62,1,0,32272
2017-01-06 17:00:00+01:00,KotaA,287.15,62,1,0,32419
2017-01-06 18:00:00+01:00,KotaA,286.15,71,2,0,32012
2017-01-06 19:00:00+01:00,KotaA,284.15,76,0,0,31450
2017-01-06 20:00:00+01:00,KotaA,282.15,87,1,0,31418
2017-01-06 21:00:00+01:00,KotaA,280.15,100,1,0,31650
2017-01-06 22:00:00+01:00,KotaA,281.15,100,1,0,30594
2017-01-06 23:00:00+01:00,KotaA,281.15,100,1,0,28217
2017-01-07 00:00:00+01:00,KotaA,281.15,100,1,0,26689
2017-01-07 01:00:00+01:00,KotaA,282.15,100,1,0,25231
2017-01-07 02:00:00+01:00,KotaA,280.15,100,1,0,24075
2017-01-07 03:00:00+01:00,KotaA,280.15,100,1,0,23445
2017-01-07 04:00:00+01:00,KotaA,279.15,100,1,0,23085
2017-01-07 05:00:00+01:00,KotaA,278.15,100,1,0,22815
2017-01-07 06:00:00+01:00,KotaA,277.15,100,0,0,22707
2017-01-07 07:00:00+01:00,KotaA,276.15,100,1,0,23013
2017-01-07 08:00:00+01:00,KotaA,275.15,100,1,0,24436
2017-01-07 09:00:00+01:00,KotaA,275.15,100,0,0,26247
2017-01-07 10:00:00+01:00,KotaA,277.15,100,3,0,27738
2017-01-07 11:00:00+01:00,KotaA,281.15,70,2,0,28385
2017-01-07 12:00:00+01:00,KotaA,283.15,66,1,0,28687
2017-01-07 13:00:00+01:00,KotaA,285.15,66,1,0,28631
2017-01-07 14:00:00+01:00,KotaA,287.15,58,1,0,28035
2017-01-07 15:00:00+01:00,KotaA,286.15,62,0,0,26843
2017-01-07 16:00:00+01:00,KotaA,287.15,62,1,0,26234
2017-01-07 17:00:00+01:00,KotaA,286.15,66,3,0,25998
2017-01-07 18:00:00+01:00,KotaA,285.15,71,3,0,25906
2017-01-07 19:00:00+01:00,KotaA,283.15,81,1,0,26105
2017-01-07 20:00:00+01:00,KotaA,281.15,87,0,0,26407
2017-01-07 21:00:00+01:00,KotaA,279.15,100,1,0,26883
2017-01-07 22:00:00+01:00,KotaA,280.15,100,2,0,27309
2017-01-07 23:00:00+01:00,KotaA,279.15,100,1,0,25939
2017-01-08 00:00:00+01:00,KotaA,278.15,100,1,0,28638
2017-01-08 01:00:00+01:00,KotaA,277.15,100,1,0,26969
2017-01-08 02:00:00+01:00,KotaA,277.15,100,1,0,25783
2017-01-08 03:00:00+01:00,KotaA,277.15,100,2,0,25164
2017-01-08 04:00:00+01:00,KotaA,277.15,100,2,0,24809
2017-01-08 05:00:00+01:00,KotaA,276.15,100,2,0,25131
2017-01-08 06:00:00+01:00,KotaA,275.15,100,3,0,26777
2017-01-08 07:00:00+01:00,KotaA,275.15,100,2,0,28697
2017-01-08 08:00:00+01:00,KotaA,274.15,100,1,0,31197
2017-01-08 09:00:00+01:00,KotaA,274.15,100,2,0,33525
2017-01-08 10:00:00+01:00,KotaA,276.15,100,1,0,34941
2017-01-08 11:00:00+01:00,KotaA,280.15,75,1,0,35752
2017-01-08 12:00:00+01:00,KotaA,283.15,66,1,0,36499
2017-01-08 13:00:00+01:00,KotaA,285.15,58,0,0,36762
2017-01-08 14:00:00+01:00,KotaA,287.15,44,1,0,36049
2017-01-08 15:00:00+01:00,KotaA,288.15,41,1,0,35153
2017-01-08 16:00:00+01:00,KotaA,288.15,44,1,0,34880
2017-01-08 17:00:00+01:00,KotaA,289.15,75,1,0,34727
2017-01-08 18:00:00+01:00,KotaA,287.15,50,1,0,34294
2017-01-08 19:00:00+01:00,KotaA,284.15,66,1,0,33754
2017-01-08 20:00:00+01:00,KotaA,281.15,81,1,0,33208
2017-01-08 21:00:00+01:00,KotaA,279.15,87,1,0,33519
2017-01-08 22:00:00+01:00,KotaA,279.15,87,1,0,33046
2017-01-08 23:00:00+01:00,KotaA,278.15,86,1,0,30749
2017-01-09 00:00:00+01:00,KotaA,277.15,93,3,0,26679
2017-01-09 01:00:00+01:00,KotaA,277.15,86,2,0,25178
2017-01-09 02:00:00+01:00,KotaA,276.15,93,2,0,24095
2017-01-09 03:00:00+01:00,KotaA,277.15,86,3,0,23729
2017-01-09 04:00:00+01:00,KotaA,276.15,86,2,0,23539
2017-01-09 05:00:00+01:00,KotaA,275.15,93,1,0,23864
2017-01-09 06:00:00+01:00,KotaA,275.15,93,0,0,25583
2017-01-09 07:00:00+01:00,KotaA,275.15,74,3,0,27699
2017-01-09 08:00:00+01:00,KotaA,275.15,74,2,0,29156
2017-01-09 09:00:00+01:00,KotaA,275.15,84,1,0,30972
2017-01-09 10:00:00+01:00,KotaA,277.15,80,1,0,31788
2017-01-09 11:00:00+01:00,KotaA,282.15,66,3,0,32606
2017-01-09 12:00:00+01:00,KotaA,285.15,58,0,0,33368
2017-01-09 13:00:00+01:00,KotaA,286.15,54,0,0,33688
2017-01-09 14:00:00+01:00,KotaA,288.15,54,1,0,32796
2017-01-09 15:00:00+01:00,KotaA,288.15,54,0,0,31744
2017-01-09 16:00:00+01:00,KotaA,288.15,54,0,0,31459
2017-01-09 17:00:00+01:00,KotaA,287.15,62,3,0,31430
2017-01-09 18:00:00+01:00,KotaA,286.15,66,2,0,30997
2017-01-09 19:00:00+01:00,KotaA,284.15,76,3,0,30577
2017-01-09 20:00:00+01:00,KotaA,283.15,81,1,0,30866
2017-01-09 21:00:00+01:00,KotaA,282.15,81,2,0,31754
2017-01-09 22:00:00+01:00,KotaA,278.15,100,2,0,29437
2017-01-09 23:00:00+01:00,KotaA,278.15,100,2,0,27444
2017-01-10 00:00:00+01:00,KotaA,278.15,100,3,0,23790
2017-01-10 01:00:00+01:00,KotaA,278.15,100,1,0,22473
2017-01-10 02:00:00+01:00,KotaA,277.15,100,2,0,21526
2017-01-10 03:00:00+01:00,KotaA,278.15,100,1,0,21044
2017-01-10 04:00:00+01:00,KotaA,278.15,86,1,0,20651
2017-01-10 05:00:00+01:00,KotaA,278.15,86,3,0,20589
2017-01-10 06:00:00+01:00,KotaA,278.15,86,2,0,20878
2017-01-10 07:00:00+01:00,KotaA,279.15,81,2,0,21318
2017-01-10 08:00:00+01:00,KotaA,280.15,70,1,0,21441
2017-01-10 09:00:00+01:00,KotaA,279.15,81,1,0,22811
2017-01-10 10:00:00+01:00,KotaA,281.15,75,1,0,24314
2017-01-10 11:00:00+01:00,KotaA,281.15,75,2,0,25050
2017-01-10 12:00:00+01:00,KotaA,283.15,61,2,0,25398
2017-01-10 13:00:00+01:00,KotaA,287.15,54,4,0,26034
2017-01-10 14:00:00+01:00,KotaA,288.15,51,7,0,25790
2017-01-10 15:00:00+01:00,KotaA,287.15,54,5,0,24686
2017-01-10 16:00:00+01:00,KotaA,289.15,44,7,0,24022
2017-01-10 17:00:00+01:00,KotaA,289.15,41,10,0,23845
2017-01-10 18:00:00+01:00,KotaA,288.15,44,5,0,23901
2017-01-10 19:00:00+01:00,KotaA,288.15,44,6,0,24800
2017-01-10 20:00:00+01:00,KotaA,288.15,41,12,0,27613
2017-01-10 21:00:00+01:00,KotaA,288.15,41,9,0,28173
2017-01-10 22:00:00+01:00,KotaA,288.15,41,10,0,26868
2017-01-10 23:00:00+01:00,KotaA,288.15,44,7,0,25179
2017-01-11 00:00:00+01:00,KotaA,288.15,41,10,0,24594
2017-01-11 01:00:00+01:00,KotaA,288.15,44,11,0,23449
2017-01-11 02:00:00+01:00,KotaA,287.15,47,10,0,22498
2017-01-11 03:00:00+01:00,KotaA,287.15,50,9,0,22025
2017-01-11 04:00:00+01:00,KotaA,287.15,50,8,0,21562
2017-01-11 05:00:00+01:00,KotaA,287.15,50,7,0,21405
2017-01-11 06:00:00+01:00,KotaA,286.15,54,6,0,21451
2017-01-11 07:00:00+01:00,KotaA,285.15,58,3,0,21734
2017-01-11 08:00:00+01:00,KotaA,284.15,62,1,0,22264
2017-01-11 09:00:00+01:00,KotaA,282.15,70,0,0,24041
2017-01-11 10:00:00+01:00,KotaA,283.15,76,4,0,25137
2017-01-11 11:00:00+01:00,KotaA,287.15,47,0,0,25488
2017-01-11 12:00:00+01:00,KotaA,288.15,54,3,0,25554
2017-01-11 13:00:00+01:00,KotaA,287.15,62,5,0,25816
2017-01-11 14:00:00+01:00,KotaA,287.15,58,3,0,25439
2017-01-11 15:00:00+01:00,KotaA,288.15,51,1,0,24297
2017-01-11 16:00:00+01:00,KotaA,288.15,51,1,0,23553
2017-01-11 17:00:00+01:00,KotaA,287.15,54,1,0,23560
2017-01-11 18:00:00+01:00,KotaA,287.15,58,2,0,25710
2017-01-11 19:00:00+01:00,KotaA,285.15,62,2,0,27176
2017-01-11 20:00:00+01:00,KotaA,284.15,66,1,0,27859
2017-01-11 21:00:00+01:00,KotaA,282.15,81,0,0,27407
2017-01-11 22:00:00+01:00,KotaA,281.15,81,1,0,26086
2017-01-11 23:00:00+01:00,KotaA,280.15,87,1,0,24229
2017-01-12 00:00:00+01:00,KotaA,280.15,87,1,0,28697
2017-01-12 01:00:00+01:00,KotaA,279.15,87,2,0,26702
2017-01-12 02:00:00+01:00,KotaA,279.15,93,0,0,25472
2017-01-12 03:00:00+01:00,KotaA,278.15,100,2,0,24981
2017-01-12 04:00:00+01:00,KotaA,277.15,100,2,0,24816
2017-01-12 05:00:00+01:00,KotaA,278.15,100,2,0,25507
2017-01-12 06:00:00+01:00,KotaA,277.15,100,0,0,28185
2017-01-12 07:00:00+01:00,KotaA,278.15,100,3,0,32933
2017-01-12 08:00:00+01:00,KotaA,277.15,100,2,0,35480
2017-01-12 09:00:00+01:00,KotaA,278.15,100,2,0,36591
2017-01-12 10:00:00+01:00,KotaA,281.15,93,2,0,37038
2017-01-12 11:00:00+01:00,KotaA,285.15,71,1,0,36861
2017-01-12 12:00:00+01:00,KotaA,289.15,55,3,0,36559
2017-01-12 13:00:00+01:00,KotaA,290.15,51,2,0,36569
2017-01-12 14:00:00+01:00,KotaA,293.15,42,3,0,35546
2017-01-12 15:00:00+01:00,KotaA,294.15,40,7,0,35054
2017-01-12 16:00:00+01:00,KotaA,294.15,43,7,0,34972
2017-01-12 17:00:00+01:00,KotaA,295.15,37,6,0,35484
2017-01-12 18:00:00+01:00,KotaA,293.15,42,3,0,37231
2017-01-12 19:00:00+01:00,KotaA,291.15,52,4,0,37590
2017-01-12 20:00:00+01:00,KotaA,291.15,52,4,0,37403
2017-01-12 21:00:00+01:00,KotaA,290.15,55,3,0,36414
2017-01-12 22:00:00+01:00,KotaA,290.15,59,2,0,34196
2017-01-12 23:00:00+01:00,KotaA,289.15,63,3,0,31555
2017-01-13 00:00:00+01:00,KotaA,289.15,63,2,0,27809
2017-01-13 01:00:00+01:00,KotaA,289.15,59,5,0,25711
2017-01-13 02:00:00+01:00,KotaA,288.15,62,4,0,24333
2017-01-13 03:00:00+01:00,KotaA,288.15,62,5,0,23765
2017-01-13 04:00:00+01:00,KotaA,287.15,67,5,0,23704
2017-01-13 05:00:00+01:00,KotaA,286.15,66,5,0,24421
2017-01-13 06:00:00+01:00,KotaA,286.15,66,5,0,27034
2017-01-13 07:00:00+01:00,KotaA,285.15,71,3,0,31836
2017-01-13 08:00:00+01:00,KotaA,285.15,71,5,0,34619
2017-01-13 09:00:00+01:00,KotaA,284.15,71,4,0,35445
2017-01-13 10:00:00+01:00,KotaA,285.15,66,3,0,36050
2017-01-13 11:00:00+01:00,KotaA,287.15,58,3,0,35916
2017-01-13 12:00:00+01:00,KotaA,289.15,48,1,0,35512
2017-01-13 13:00:00+01:00,KotaA,289.15,36,3,0,35393
2017-01-13 14:00:00+01:00,KotaA,289.15,29,6,0,34207
2017-01-13 15:00:00+01:00,KotaA,289.15,26,6,0,33597
2017-01-13 16:00:00+01:00,KotaA,289.15,26,7,0,33316
2017-01-13 17:00:00+01:00,KotaA,289.15,25,6,0,33678
2017-01-13 18:00:00+01:00,KotaA,287.15,26,7,0,35646
2017-01-13 19:00:00+01:00,KotaA,286.15,28,6,0,36778
2017-01-13 20:00:00+01:00,KotaA,286.15,28,7,0,36702
2017-01-13 21:00:00+01:00,KotaA,284.15,32,4,0,36061
2017-01-13 22:00:00+01:00,KotaA,283.15,34,4,0,33806
2017-01-13 23:00:00+01:00,KotaA,281.15,49,4,0,31023
2017-01-14 00:00:00+01:00,KotaA,280.15,48,5,0,28770
2017-01-14 01:00:00+01:00,KotaA,281.15,45,4,0,26558
2017-01-14 02:00:00+01:00,KotaA,281.15,45,7,0,25029
2017-01-14 03:00:00+01:00,KotaA,281.15,45,6,0,24220
2017-01-14 04:00:00+01:00,KotaA,280.15,48,8,0,23872
2017-01-14 05:00:00+01:00,KotaA,281.15,45,5,0,23890
2017-01-14 06:00:00+01:00,KotaA,281.15,45,6,0,24341
2017-01-14 07:00:00+01:00,KotaA,279.15,52,5,0,25915
2017-01-14 08:00:00+01:00,KotaA,280.15,48,4,0,27647
2017-01-14 09:00:00+01:00,KotaA,280.15,48,7,0,30303
2017-01-14 10:00:00+01:00,KotaA,281.15,45,7,0,32533
2017-01-14 11:00:00+01:00,KotaA,283.15,39,7,0,32852
2017-01-14 12:00:00+01:00,KotaA,284.15,37,4,0,32263
2017-01-14 13:00:00+01:00,KotaA,285.15,34,7,0,32193
2017-01-14 14:00:00+01:00,KotaA,286.15,30,9,0,31590
2017-01-14 15:00:00+01:00,KotaA,286.15,28,10,0,30336
2017-01-14 16:00:00+01:00,KotaA,286.15,26,9,0,29549
2017-01-14 17:00:00+01:00,KotaA,286.15,26,8,0,29567
2017-01-14 18:00:00+01:00,KotaA,285.15,25,8,0,31858
2017-01-14 19:00:00+01:00,KotaA,284.15,29,6,0,33480
2017-01-14 20:00:00+01:00,KotaA,283.15,31,5,0,34018
2017-01-14 21:00:00+01:00,KotaA,283.15,34,3,0,33936
2017-01-14 22:00:00+01:00,KotaA,282.15,39,5,0,32418
2017-01-14 23:00:00+01:00,KotaA,282.15,39,7,0,30070
2017-01-15 00:00:00+01:00,KotaA,282.15,36,7,0,27627
2017-01-15 01:00:00+01:00,KotaA,281.15,42,4,0,25301
2017-01-15 02:00:00+01:00,KotaA,281.15,45,7,0,23640
2017-01-15 03:00:00+01:00,KotaA,281.15,45,4,0,22714
2017-01-15 04:00:00+01:00,KotaA,281.15,45,6,0,22347
2017-01-15 05:00:00+01:00,KotaA,280.15,52,4,0,22251
2017-01-15 06:00:00+01:00,KotaA,278.15,60,3,0,22617
2017-01-15 07:00:00+01:00,KotaA,280.15,52,6,0,23525
2017-01-15 08:00:00+01:00,KotaA,279.15,56,5,0,24293
2017-01-15 09:00:00+01:00,KotaA,279.15,60,3,0,26420
2017-01-15 10:00:00+01:00,KotaA,283.15,46,7,0,28842
2017-01-15 11:00:00+01:00,KotaA,284.15,65,8,0,29818
2017-01-15 12:00:00+01:00,KotaA,286.15,59,8,0,29728
2017-01-15 13:00:00+01:00,KotaA,287.15,35,8,0,30013
2017-01-15 14:00:00+01:00,KotaA,288.15,33,12,0,29842
2017-01-15 15:00:00+01:00,KotaA,288.15,30,11,0,28530
2017-01-15 16:00:00+01:00,KotaA,287.15,33,9,0,27879
2017-01-15 17:00:00+01:00,KotaA,287.15,33,10,0,27969
2017-01-15 18:00:00+01:00,KotaA,286.15,35,8,0,30356
2017-01-15 19:00:00+01:00,KotaA,286.15,37,8,0,32468
2017-01-15 20:00:00+01:00,KotaA,285.15,53,2,0,33681
2017-01-15 21:00:00+01:00,KotaA,285.15,56,7,0,33716
2017-01-15 22:00:00+01:00,KotaA,283.15,53,3,0,32628
2017-01-15 23:00:00+01:00,KotaA,282.15,61,4,0,29873
2017-01-16 00:00:00+01:00,KotaA,283.15,53,5,0,27068
2017-01-16 01:00:00+01:00,KotaA,282.15,61,6,0,24922
2017-01-16 02:00:00+01:00,KotaA,282.15,61,5,0,23619
2017-01-16 03:00:00+01:00,KotaA,281.15,65,4,0,23176
2017-01-16 04:00:00+01:00,KotaA,282.15,61,5,0,22863
2017-01-16 05:00:00+01:00,KotaA,282.15,57,5,0,23788
2017-01-16 06:00:00+01:00,KotaA,281.15,61,5,0,27035
2017-01-16 07:00:00+01:00,KotaA,281.15,61,4,0,32351
2017-01-16 08:00:00+01:00,KotaA,280.15,65,4,0,36036
2017-01-16 09:00:00+01:00,KotaA,280.15,65,1,0,37265
2017-01-16 10:00:00+01:00,KotaA,283.15,57,1,0,37692
2017-01-16 11:00:00+01:00,KotaA,287.15,44,8,0,37161
2017-01-16 12:00:00+01:00,KotaA,289.15,38,8,0,36627
2017-01-16 13:00:00+01:00,KotaA,289.15,38,8,0,36550
2017-01-16 14:00:00+01:00,KotaA,290.15,33,12,0,35333
2017-01-16 15:00:00+01:00,KotaA,290.15,33,10,0,34814
2017-01-16 16:00:00+01:00,KotaA,290.15,36,10,0,34559
2017-01-16 17:00:00+01:00,KotaA,290.15,36,7,0,34907
2017-01-16 18:00:00+01:00,KotaA,289.15,36,8,0,36845
2017-01-16 19:00:00+01:00,KotaA,288.15,41,10,0,38147
2017-01-16 20:00:00+01:00,KotaA,288.15,44,9,0,38446
2017-01-16 21:00:00+01:00,KotaA,288.15,41,10,0,37607
2017-01-16 22:00:00+01:00,KotaA,288.15,41,8,0,34724
2017-01-16 23:00:00+01:00,KotaA,288.15,41,8,0,31226
2017-01-17 00:00:00+01:00,KotaA,287.15,41,10,0,28706
2017-01-17 01:00:00+01:00,KotaA,288.15,41,9,0,26430
2017-01-17 02:00:00+01:00,KotaA,288.15,41,8,0,25148
2017-01-17 03:00:00+01:00,KotaA,287.15,44,9,0,24789
2017-01-17 04:00:00+01:00,KotaA,288.15,41,11,0,24733
2017-01-17 05:00:00+01:00,KotaA,287.15,44,8,0,25262
2017-01-17 06:00:00+01:00,KotaA,287.15,47,8,0,27948
2017-01-17 07:00:00+01:00,KotaA,287.15,44,7,0,32867
2017-01-17 08:00:00+01:00,KotaA,286.15,58,7,0,36082
2017-01-17 09:00:00+01:00,KotaA,286.15,55,4,0,37153
2017-01-17 10:00:00+01:00,KotaA,282.15,81,6,0,37865
2017-01-17 11:00:00+01:00,KotaA,282.15,81,5,0,37623
2017-01-17 12:00:00+01:00,KotaA,281.15,81,4,0,37166
2017-01-17 13:00:00+01:00,KotaA,282.15,76,2,0,36990
